Use,Level 1,title level 1,Level 2,title level 2,Level 3,title level 3,function,title,Text,Work
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm V,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm VI,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Short lesson,Sexte - Short lesson,Gaude Maria virgo,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Respond,Sexte - Respond,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration III,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm IV,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm V,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm VI,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Per te Dei genitrix,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration III,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Beata mater et innupta,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon III,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon IV,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon V,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm V,Lauda Ierusalem,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Short lesson,Vêpres - Short lesson,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II 2,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,Sancta Maria succurre,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,Cum iocunditate,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,Iudica me,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon alternative du Nunc dimittis,Complies - Antiphon alternative du Nunc dimittis,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration I,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration II,-,
Sainte-Waudru de Mons,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration III,-,
Sainte-Waudru de Mons,,,,,,,,,,
Sainte-Waudru de Mons,,,,,,,,,,
Sainte-Waudru de Mons,,,,,,,,,,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Hymn,Hymn,Matines - Hymn,Quem terra pontus,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm III,Qui confidunt,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Invitatory,Invitatory,Matines - Invitatory,Ave Maria,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm I,Saepe expugnaverunt me,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon du Nunc dimittis,Complies - Antiphon du Nunc dimittis,Salve regina misericordiae,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson III,Sancta Dei genitrix,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Respond,Sexte - Respond,Sancta dei genitrix,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Short lesson,Sexte - Short lesson,Sancta et immaculata virginitas,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond II,Sancta et immaculata,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,Sancta Maria virgo,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson II,Sancta Maria piarum piissima,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Hymn,Vêpres - Hymn,Ave maris stella,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,Virgo singularis,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Short lesson,Prime - Short lesson,Virgo verbo concepit,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Short lesson,Laudes - Short lesson,Beata es Maria,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond I,Beata es virgo Maria,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm I,Ad Dominum cum tribularer,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm III,Beati omnes qui timent,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon I,Benedicta tu,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm II,Caeli enarrant,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm III,Confitemini Domino,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,De profundis clamavi ad te,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm I,Ad te levavi,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse I,Dei genitrix,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm IV,Deus misereatur nostri,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm III,Deus Deus meus,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm I,Deus in nomine tuo,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse II,Diffusa,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm I,Dixit Dominus,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm I,Domine Dominus noster,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,Domine non est exaltatum,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm III,Domini est terra,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm I,Dominus regnavit decorem,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle II,Ecce ancilla,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,Elegit eam,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse I,Et habitare,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse I,Et impetratam,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III,Felix namque,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Felix namque,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm I,In convertendo,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,In prole mater,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse I,Intercede pro nobis ad dominum,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm III,Laetatus sum,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm III,Laetatus sum in his,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VI,Laudate Dominum de caelis,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VIII,Laudate Dominum in sanctis,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm II,Laudate Dominum omnes gentes,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm II,Laudate pueri,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm II,Levavi oculos meos,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Short lesson,Complies - Short lesson,Maria virgo semper,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm II,Nisi Dominus aedificaverit,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm IV,Nisi Dominus aedificaverit,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm II,Nisi quia Dominus,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Antiphon,Prime - Antiphon,O admirabile commercium,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Hymn,Laudes - Hymn,O gloriosa domina,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,Paradisi porta,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Respond,Tierce - Respond,Post partum,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VII,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VII,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VIII,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IX,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Psalm,Matines - Psalm X,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III (alternatif),-,
Saintes,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon I,Beata mater et innupta,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm II,Iubilate Deo omnis terra,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm V,Benedicite,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VII,Cantate Domino… Iaus eius,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Alternative Hymn,Laudes - Alternative Hymn,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Canticle,Benedictus Antiphon,Laudes - Benedictus Antiphon,O gloriosa Dei genitrix,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Veni creator Spiritus - Maria mater gratiae,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,Sancta Maria mater,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Veni creator Spiritus - Maria mater gratiae,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Antiphon,Tierce - Antiphon,Quando natus est,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Hymn,Hymn,Sexte - Hymn,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Antiphon,Sexte - Antiphon,Rubum quem viderat Moyses,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Hymn,Hymn,None - Hymn,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Antiphon,None - Antiphon,Germinavit radix Iesse,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm VI,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Beata mater et innupta,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon V,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm V,Lauda Ierusalem,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Short lesson,Vêpres - Short lesson,Beata es Maria quae Dominum,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II 2,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,Sancta Maria succurre,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon alternative du Nunc dimittis,Complies - Antiphon alternative du Nunc dimittis,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration I,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration II,-,
Saintes,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration III,-,
Saintes,,,,,,,,,,
Saintes,,,,,,,,,,
Saintes,,,,,,,,,,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Hymn,Hymn,Matines - Hymn,Quem terra pontus,
Sarum,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm III,Qui confidunt,
Sarum,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm IV,Qui confidunt,
Sarum,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,Ave Maria gratia plena,
Sarum,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Radicavi in populo,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Invitatory,Invitatory,Matines - Invitatory,Ave Maria,
Sarum,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,Saepe expugnaverunt me,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson III,Sancta Dei genitrix,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond I,Sancta et immaculata virginitas,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,Sancta Maria virgo,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson II,Sancta Maria piarum piissima,
Sarum,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Hymn,Vêpres - Hymn,Ave maris stella,
Sarum,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Short lesson,Complies - Short lesson,Sicut cynamomum,
Sarum,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,Speciosa facta,
Sarum,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm I,Usquequo Domine,
Sarum,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Veni creator Spiritus,
Sarum,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Veni creator Spiritus,
Sarum,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,Virgo singularis,
Sarum,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond II,Beata es virgo Maria,
Sarum,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm I,Ad Dominum cum tribularer,
