Use,Level 1,title level 1,Level 2,title level 2,Level 3,title level 3,function,title,Text,Work
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Alternative Hymn,Laudes - Alternative Hymn,-,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Canticle,Benedictus Antiphon,Laudes - Benedictus Antiphon,Beata Dei genitrix Maria,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration III,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Beatus auctor saeculi - Maria plena gratiae,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm IV,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm V,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm VI,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration III,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Caste parentis viscera - Maria plena gratiae,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm IV,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm V,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm VI,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,Et sic in Syon,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Respond,Tierce - Respond,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration III,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Hymn,Hymn,Sexte - Hymn,Domus pudici pectoris - Maria plena gratiae,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm IV,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm V,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm VI,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Respond,Sexte - Respond,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration III,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Hymn,Hymn,None - Hymn,Enixa est puerpera - Maria plena gratiae,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm IV,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm V,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm VI,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse I,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse II,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration III,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Sancta Dei genitrix virgo,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon III,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon IV,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon V,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm V,Lauda Ierusalem,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II 2,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,O gloriosa Dei genitrix,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,Beata mater et innupta,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon alternative du Nunc dimittis,Complies - Antiphon alternative du Nunc dimittis,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration I,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration II,-,
Agen,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration III,-,
Agen,,,,,,,,,,
Agen,,,,,,,,,,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Hymn,Hymn,Matines - Hymn,Quem terra pontus,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm III,Qui confidunt,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond I,Ave Maria gratia plena,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Short lesson,Sexte - Short lesson,Radicavi in populo,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm I,Saepe expugnaverunt me,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Ave Maria gratia plena,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson III,Sancta Maria succurre,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Hymn,Vêpres - Hymn,Ave maris stella,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Short lesson,Vêpres - Short lesson,Sicut cynamomum,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III,Solem iustitiae,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon du Nunc dimittis,Complies - Antiphon du Nunc dimittis,Speciosa facta es,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm I,Ad Dominum cum tribularer,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm III,Beati omnes qui timent,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon I,Benedicta tu,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm II,Caeli enarrant,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm II,De profundis clamavi ad te,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm I,Ad te levavi oculos meos,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm I,Dixit Dominus,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm I,Domine Dominus noster,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm III,Domine non est exaltatum,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm III,Domini est terra,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm I,Dominus regnavit decorem,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,Ecce nunc,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,Ecce quam bonum,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson II,Admitte piissima Dei genitrix,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Short lesson,Complies - Short lesson,Ego flos campi,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Short lesson,Laudes - Short lesson,Ego quasi vitis,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm I,In convertendo,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm III,Laetatus sum in his,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm III,Laetatus sum in his,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm II,Laudate pueri,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm II,Levavi oculos meos,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Memento salutis auctor,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Memento salutis auctor,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Hymn,Hymn,Sexte - Hymn,Memento salutis auctor,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Hymn,Hymn,None - Hymn,Memento salutis auctor,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,Memento salutis auctor,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm I,Memento Domine David,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm II,Nisi Dominus,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm IV,Nisi Dominus aedificaverit,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm II,Nisi quia Dominus,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Hymn,Laudes - Hymn,O gloriosa domina,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon I,Post partum,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Quasi cedrus exaltata sum,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Invitatory,Invitatory,Matines - Invitatory,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VII,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VII,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VIII,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IX,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Psalm,Matines - Psalm X,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,O beata Maria quis digne tibi valeat,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond II,Ad nutum Domini nostrum ditantis honorem,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III (alternatif),-,
Aix,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VII,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VIII,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Alternative Hymn,Laudes - Alternative Hymn,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Canticle,Benedictus Antiphon,Laudes - Benedictus Antiphon,O gloriosa Dei genitrix,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Antiphon,Prime - Antiphon,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Short lesson,Prime - Short lesson,Ab initio et ante saecula,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Antiphon,Tierce - Antiphon,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,Et sic in Syon,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Respond,Tierce - Respond,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Antiphon,Sexte - Antiphon,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Respond,Sexte - Respond,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration III,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Antiphon,None - Antiphon,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm V,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm VI,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse I,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse II,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration I,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration II,-,
Aix,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon V,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm V,Lauda Ierusalem,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II 2,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,Paradisi porta,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,-,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle II,-,
Aix,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,-,
